,statefy,appno,fullstate,saa,applname,appladdress,applcity,applstate,applzip,zipfour,applstatus,applduns,applinst,insttype,appldisc,neaprimoutcome,congdistr,projdisc,majdisc,disctype,acttype,pdcpt,artsed,artsedname,individnum,artistsnum,youthben,grace,prace,amtrequest,applaward,amtspent,expenses,revenue,inkindctrb,neashare,saashare,othershare,neaprog,msatype,instname,actname,discname,neaprimoutcomename,tigercong,cdsession,county,idein,adultsengaged,childrenengaged,popbenrace,popbenage,popbendistinct,hobie,uniqueid,xlongitude,ylatitude,CityExistsInExcel,artsednew,G_popbenrace,N_popbenrace,W_popbenrace,B_popbenrace,H_popbenrace,-1_popbenrace,P_popbenrace,A_popbenrace,SAP_neaprog,-1_neaprog,PAU_neaprog,PAE_neaprog,PAC_neaprog,POL_neaprog,PAM_neaprog,AES_neaprog,PA_neaprog,P_neaprog,P_pdcpt,Y_pdcpt,I_pdcpt,A_pdcpt,G_popbendist,-1_popbendist,D_popbendist,P_popbendist,Y_popbendist,M_popbendist,E_popbendist,I_popbendist,1_popbenage,-1_popbenage,2_popbenage,3_popbenage,4_popbenage,9_popbenage
6567,2009,2009OK00051    ,Oklahoma,OK,CAPITOL CHAMBER OF COMMERCE FOUNDATION,,oklahoma city,OK,73136,     ,2,,30,OTH,15,,5.0,2,2,Performing Arts  ,8,,02A,Some AE: K-12,5000,200,2000.0,B,B,2500,2500,2500,76052,76052,26900.0,0,2500,0,-1,M,Foundation,Fair/Festival,Music,,,,Oklahoma,731583807.0,,,-1,-1,-1,4374,4374,,,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6568,2009,2009OK00052    ,Oklahoma,OK,CARPENTER SQUARE THEATRE,,oklahoma city,OK,73102,5002,2,,5,ART,04A,,5.0,4,4,Performing Arts  ,5,,01D,Arts Ed: Adult,7550,115,300.0,W,99,45038,42501,42501,120109,120109,0.0,0,42501,0,-1,M,Perf Group: Community,Performance/Reading,Theatre,,,,Oklahoma,731236623.0,,,-1,-1,-1,3177,3177,,,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6569,2009,2009OK00053    ,Oklahoma,OK,CENTRAL ACADEMY (TAHLEQUAH ALT. ED.),,tahlequah,OK,74464,     ,5,,25,EDU,14,,2.0,5,5,Visual Arts      ,12,,01A,Arts Ed: K-12,200,6,122.0,99,N,5000,5000,5000,5000,5000,0.0,0,0,5000,-1,OM,Other School,Arts Instruction,Visual Arts,,,,Delaware,736026802.0,,,-1,-1,-1,3403,3403,,,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6570,2009,2009OK00054    ,Oklahoma,OK,CENTRAL ELEMENTARY,,yukon,OK,73099,     ,5,,21,EDU,14,,3.0,5,5,Visual Arts      ,12,,01A,Arts Ed: K-12,475,2,400.0,W,99,1500,1163,1163,2225,2225,0.0,0,1163,0,-1,M,Elementary School,Arts Instruction,Visual Arts,,,,Canadian,770773677.0,,,-1,-1,-1,3394,3394,,,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6571,2009,2009OK00055    ,Oklahoma,OK,CENTRAL OKLAHOMA BALLET,,yukon,OK,73099,2530,2,,5,ART,01A,,3.0,1,1,Performing Arts  ,5,,01A,Arts Ed: K-12,1584,126,606.0,W,99,2500,2500,2500,53226,53226,17000.0,0,2500,0,-1,M,Perf Group: Community,Performance/Reading,Dance,,,,Canadian,731623565.0,,,-1,-1,-1,3892,3892,,,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6572,2009,2009OK00057    ,Oklahoma,OK,CHAMBER MUSIC IN OKLAHOMA,,oklahoma city,OK,73154,1624,2,,5,ART,02B,,5.0,2,2,Performing Arts  ,5,,99,Not Arts Ed,215,4,75.0,W,99,2500,2500,2500,5325,5325,0.0,0,2500,0,-1,M,Perf Group: Community,Performance/Reading,Music,,,,Oklahoma,736096120.0,,,-1,-1,-1,4142,4142,,,1,99,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6573,2009,2009OK00056    ,Oklahoma,OK,CHAMBER MUSIC IN OKLAHOMA,,oklahoma city,OK,73154,1624,2,,5,ART,02B,,5.0,2,2,Performing Arts  ,5,,99,Not Arts Ed,245,4,65.0,W,99,2500,2500,2500,7300,7300,0.0,0,2500,0,-1,M,Perf Group: Community,Performance/Reading,Music,,,,Oklahoma,736096120.0,,,-1,-1,-1,4044,4044,,,1,99,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6574,2009,2009OK00058    ,Oklahoma,OK,CHAMBER MUSIC TULSA,,tulsa,OK,74114,     ,2,,47,ART,02B,,1.0,2,2,Performing Arts  ,5,,02A,Some AE: K-12,2700,40,1500.0,W,99,53000,50500,50500,154279,154279,0.0,0,50500,0,-1,M,Cultural Series Organizat,Performance/Reading,Music,,,,Tulsa,736103140.0,,,-1,-1,-1,3147,3147,,,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6575,2009,2009OK00059    ,Oklahoma,OK,CHARLES B GODDARD CENTER FOR VISUAL/PERF ARTS,,ardmore,OK,73402,1624,2,,15,ART,14,,4.0,5,5,Visual Arts      ,12,,02A,Some AE: K-12,36000,6500,20400.0,W,99,53000,53000,53000,217891,217891,0.0,0,53000,0,-1,OM,Arts Center,Arts Instruction,Visual Arts,,,,Carter,731144122.0,,,-1,-1,-1,3073,3073,,,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6576,2009,2009OK00060    ,Oklahoma,OK,CHEROKEE MAIN STREET,,cherokee,OK,73728,     ,2,,32,COM,15,,3.0,5,5,Visual Arts      ,12,,01A,Arts Ed: K-12,18,2,8.0,W,99,850,850,850,2214,2214,610.0,0,850,0,-1,OM,Community Svc Org,Arts Instruction,Visual Arts,,,,Alfalfa,731581884.0,,,-1,-1,-1,3493,3493,,,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6577,2009,2009OK00061    ,Oklahoma,OK,"CHEROKEE NATIONAL HISTORICAL SOCIETY, INC.",,tahlequah,OK,74465,     ,2,,28,OTH,13,,2.0,4,4,Performing Arts  ,5,,01D,Arts Ed: Adult,1900,5,285.0,N,N,22895,6750,6750,43296,43296,0.0,0,6750,0,-1,OM,Historical Society,Performance/Reading,Theatre,,,,Cherokee,736103406.0,,,-1,-1,-1,2778,2778,,,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6578,2009,2009OK00062    ,Oklahoma,OK,"CHEROKEE NATIONAL HISTORICAL SOCIETY, INC.",,tahlequah,OK,74465,     ,2,,28,OTH,13,,2.0,5,5,Visual Arts      ,8,,01D,Arts Ed: Adult,8443,12,2549.0,N,N,26393,8000,8000,28883,28883,3550.0,0,8000,0,-1,OM,Historical Society,Fair/Festival,Visual Arts,,,,Cherokee,736103406.0,,,-1,-1,-1,3015,3015,,,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6579,2009,2009OK00063    ,Oklahoma,OK,CHEYENNE-ARAPAHO TRIBES OF OKLAHOMA,,concho,OK,73022,     ,9,,38,OTH,15,,3.0,12,12,Other            ,8,,99,Not Arts Ed,3000,350,1300.0,N,99,2500,2500,2500,12090,12090,3090.0,0,2500,0,-1,M,Government: Executive,Fair/Festival,Folklife/Trad. Arts,,,,Canadian,730710910.0,,,-1,-1,-1,3510,3510,,,0,99,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6580,2009,2009OK00064    ,Oklahoma,OK,CHEYENNE-ARAPAHO TRIBES OF OKLAHOMA,,concho,OK,73022,     ,9,,38,OTH,15,,3.0,1,1,Performing Arts  ,6,,99,Not Arts Ed,500,150,300.0,N,N,2500,2416,2416,5000,5000,0.0,0,2416,0,-1,M,Government: Executive,Exhibition,Dance,,,,Canadian,730710910.0,,,-1,-1,-1,4326,4326,,,0,99,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6581,2009,2009OK00065    ,Oklahoma,OK,CHICKASAW NATION,,ada,OK,74821,     ,9,,38,OTH,15,,4.0,14,14,Multidisciplinary,12,,01A,Arts Ed: K-12,940,16,290.0,N,N,2500,2500,2500,11253,11253,39900.0,0,2500,0,-1,OM,Government: Executive,Arts Instruction,Multidisciplinary,,,,Pontotoc,731374986.0,,,-1,-1,-1,3419,3419,,,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6582,2009,2009OK00066    ,Oklahoma,OK,CHIEF SATANTA (WHITE BEAR) DESC.,,apache,OK,73006,     ,2,,99,OTH,15,,4.0,12,12,Other            ,33,,99,Not Arts Ed,200,50,35.0,N,N,1500,1500,1500,3375,3375,955.0,0,1500,0,-1,OM,None of the Above,Building Public Awareness,Folklife/Trad. Arts,,,,Comanche,731355603.0,,,-1,-1,-1,4277,4277,,,1,99,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6583,2009,2009OK00067    ,Oklahoma,OK,CHILDREN'S ARTS NETWORK,,norman,OK,73070,     ,2,,48,ART,14,,4.0,14,14,Multidisciplinary,12,,01A,Arts Ed: K-12,1350,18,375.0,W,99,38812,37021,37021,102320,102320,0.0,0,37021,0,-1,M,School of the Arts,Arts Instruction,Multidisciplinary,,,,Cleveland,731410552.0,,,-1,-1,-1,3041,3041,,,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6584,2009,2009OK00068    ,Oklahoma,OK,CHILDRENS MUSICAL THEATRE  OF BARTLESVILLE,,bartlesville,OK,74003,3640,2,,5,ART,03B,,1.0,03B,3,Performing Arts  ,5,,01A,Arts Ed: K-12,4000,5,2600.0,W,99,10000,6500,6500,108949,108949,40950.0,0,6500,0,-1,OM,Perf Group: Community,Performance/Reading,Opera/Mus. Theatre,,,,Osage,731619297.0,,,-1,-1,-1,2757,2757,,,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6585,2009,2009OK00069    ,Oklahoma,OK,CHISHOLM TRAIL ARTS COUNCIL,,duncan,OK,73533,49000,2,,16,ART,14,,4.0,14,14,Multidisciplinary,11,,01A,Arts Ed: K-12,2863,46,355.0,W,99,42465,40492,40492,112757,112757,0.0,0,40492,0,-1,OM,Arts Council/Agency,Operating Support,Multidisciplinary,,,,Stephens,731028488.0,,,-1,-1,-1,3078,3078,,,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6586,2009,2009OK00070    ,Oklahoma,OK,CHISHOLM TRAIL HERITAGE CENTER ASSOCIATION,,duncan,OK,73533,     ,2,,99,OTH,15,,4.0,12,12,Other            ,5,,01D,Arts Ed: Adult,1500,35,375.0,W,99,2500,1500,1500,30897,30897,1248.0,0,1500,0,-1,OM,None of the Above,Performance/Reading,Folklife/Trad. Arts,,,,Stephens,141896825.0,,,-1,-1,-1,3810,3810,,,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6587,2009,2009OK00071    ,Oklahoma,OK,CHOCTAW ALTERNATIVE ACADEMY,,choctaw,OK,73020,     ,5,,25,EDU,14,,5.0,9,9,Other            ,12,,01A,Arts Ed: K-12,60,1,60.0,W,99,5000,4724,4724,4724,4724,0.0,0,0,4724,-1,M,Other School,Arts Instruction,Media Arts,,,,Oklahoma,731106009.0,,,-1,-1,-1,3300,3300,,,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6588,2009,2009OK00073    ,Oklahoma,OK,CHOCTAW COUNTY ARTS COUNCIL,,hugo,OK,74743,     ,2,,16,ART,14,,2.0,2,2,Performing Arts  ,5,,01A,Arts Ed: K-12,264,1,222.0,W,99,2500,2500,2500,5239,5239,0.0,0,2500,0,-1,OM,Arts Council/Agency,Performance/Reading,Music,,,,LeFlore,731619108.0,,,-1,-1,-1,4228,4228,,,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6589,2009,2009OK00072    ,Oklahoma,OK,CHOCTAW COUNTY ARTS COUNCIL,,hugo,OK,74743,     ,2,,16,ART,14,,2.0,2,2,Performing Arts  ,5,,99,Not Arts Ed,75,5,12.0,W,99,1500,1500,1500,3492,3492,0.0,0,1500,0,-1,OM,Arts Council/Agency,Performance/Reading,Music,,,,LeFlore,731619108.0,,,-1,-1,-1,4060,4060,,,1,99,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6590,2009,2009OK00074    ,Oklahoma,OK,CIMARRON CIRCUIT OPERA COMPANY. DBA CIMARRON OPERA,,norman,OK,73070,     ,2,,3,ART,3,,4.0,03A,3,Performing Arts  ,5,,01A,Arts Ed: K-12,4500,75,125.0,99,99,38629,36848,36848,101798,101798,0.0,0,36848,0,-1,M,Performing Group,Performance/Reading,Opera/Mus. Theatre,,,,Cleveland,731008734.0,,,-1,-1,-1,3071,3071,,,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6591,2009,2009OK00075    ,Oklahoma,OK,CITY ARTS CENTER,,oklahoma city,OK,73107,6202,2,,15,ART,14,,5.0,11,11,Other            ,99,,01D,Arts Ed: Adult,8667,156,1065.0,99,99,65500,59250,59250,585433,585433,0.0,28125,31125,0,"SAP, PAC",M,Arts Center,None of the Above,Interdisciplinary,,,,Oklahoma,731334271.0,,,-1,-1,-1,3069,3069,,,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6592,2009,2009OK00076    ,Oklahoma,OK,CITY OF BARTLESVILLE,,bartlesville,OK,74003,     ,8,,38,OTH,15,,1.0,14,14,Multidisciplinary,5,,01D,Arts Ed: Adult,10000,200,2000.0,W,99,5000,5000,5000,10000,10000,0.0,0,5000,0,-1,OM,Government: Executive,Performance/Reading,Multidisciplinary,,,,Osage,736005079.0,,,-1,-1,-1,3203,3203,,,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6593,2009,2009OK00078    ,Oklahoma,OK,CITY OF CHANDLER,,chandler,OK,74834,3629,8,,38,OTH,15,,3.0,14,14,Multidisciplinary,5,,01D,Arts Ed: Adult,2300,18,1400.0,W,99,2500,2500,2500,13888,13888,2331.0,0,2500,0,-1,OM,Government: Executive,Performance/Reading,Multidisciplinary,,,,Lincoln,736005134.0,,,-1,-1,-1,4330,4330,,,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6594,2009,2009OK00077    ,Oklahoma,OK,CITY OF CHANDLER,,chandler,OK,74834,3629,8,,38,OTH,15,,3.0,14,14,Multidisciplinary,16,,01D,Arts Ed: Adult,2586,327,212.0,W,99,5000,5000,5000,10000,10000,0.0,0,5000,0,-1,OM,Government: Executive,Recording/Filming,Multidisciplinary,,,,Lincoln,736005134.0,,,-1,-1,-1,3378,3378,,,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6595,2009,2009OK00079    ,Oklahoma,OK,CITY OF CLINTON,,clinton,OK,73601,1177,8,,38,OTH,15,,3.0,14,14,Multidisciplinary,8,,99,Not Arts Ed,1000,40,300.0,W,99,5000,5000,5000,10000,10000,0.0,0,5000,0,-1,OM,Government: Executive,Fair/Festival,Multidisciplinary,,,,Washita,736005149.0,,,-1,-1,-1,3248,3248,,,1,99,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6596,2009,2009OK00080    ,Oklahoma,OK,CITY OF DUNCAN,,duncan,OK,73534,     ,8,,38,OTH,15,,4.0,2,2,Performing Arts  ,5,,02A,Some AE: K-12,-1,-1,,99,99,5000,5000,5000,10000,10000,0.0,0,5000,0,-1,OM,Government: Executive,Performance/Reading,Music,,,,Stephens,736005185.0,,,-1,-1,-1,3312,3312,,,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6597,2009,2009OK00081    ,Oklahoma,OK,CITY OF ENID,,enid,OK,73702,     ,8,,38,OTH,15,,3.0,2,2,Performing Arts  ,5,,02D,Some AE: Adult,300,75,75.0,W,99,2500,2500,2500,5175,5175,1925.0,0,2500,0,-1,M,Government: Executive,Performance/Reading,Music,,,,Garfield,736005197.0,,,-1,-1,-1,3689,3689,,,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6598,2009,2009OK00082    ,Oklahoma,OK,CITY OF EUFAULA,,eufaula,OK,74432,     ,8,,38,OTH,15,,2.0,13,13,Other            ,11,,01A,Arts Ed: K-12,3922,252,358.0,W,99,5000,5000,5000,10000,10000,0.0,0,5000,0,-1,OM,Government: Executive,Operating Support,Humanities,,,,Pittsburg,736005199.0,,,-1,-1,-1,3250,3250,,,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6599,2009,2009OK00083    ,Oklahoma,OK,CITY OF GROVE,,grove,OK,74344,     ,8,,38,OTH,15,,2.0,4,4,Performing Arts  ,12,,01A,Arts Ed: K-12,793,10,34.0,W,99,5000,5000,5000,10000,10000,0.0,0,5000,0,-1,OM,Government: Executive,Arts Instruction,Theatre,,,,Ottawa,730766375.0,,,-1,-1,-1,3274,3274,,,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6600,2009,2009OK00084    ,Oklahoma,OK,CITY OF GUYMON,,guymon,OK,73942,     ,8,,38,OTH,15,,3.0,5,5,Visual Arts      ,12,,01A,Arts Ed: K-12,80,30,30.0,99,99,5000,5000,5000,10000,10000,0.0,0,5000,0,-1,OM,Government: Executive,Arts Instruction,Visual Arts,,,,Texas,736005240.0,,,-1,-1,-1,3401,3401,,,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6601,2009,2009OK00085    ,Oklahoma,OK,CITY OF GUYMON,,guymon,OK,73942,     ,8,,38,OTH,15,,3.0,12,12,Other            ,8,,99,Not Arts Ed,1200,35,450.0,99,H,2500,2500,2500,14164,14164,6427.0,0,2500,0,-1,OM,Government: Executive,Fair/Festival,Folklife/Trad. Arts,,,,Texas,736005240.0,,,-1,-1,-1,3412,3412,,,1,99,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6602,2009,2009OK00086    ,Oklahoma,OK,CITY OF HARRAH,,harrah,OK,73045,     ,8,,38,OTH,15,,5.0,12,12,Other            ,5,,99,Not Arts Ed,168,3,25.0,W,99,1500,1500,1500,3750,3750,750.0,0,1500,0,-1,M,Government: Executive,Performance/Reading,Folklife/Trad. Arts,,,,Pottawatomie,731115213.0,,,-1,-1,-1,4212,4212,,,1,99,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6603,2009,2009OK00087    ,Oklahoma,OK,CITY OF LAWTON,,lawton,OK,73502,10000,8,,38,OTH,15,,4.0,14,14,Multidisciplinary,26,,99,Not Arts Ed,19000,200,10000.0,99,99,5000,5000,5000,10000,10000,0.0,0,5000,0,-1,M,Government: Executive,Regranting,Multidisciplinary,,,,Comanche,736005287.0,,,-1,-1,-1,3278,3278,,,1,99,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6604,2009,2009OK00088    ,Oklahoma,OK,CITY OF MIAMI,,miami,OK,74350,     ,8,,38,OTH,15,,2.0,2,2,Performing Arts  ,5,,99,Not Arts Ed,-1,-1,,W,99,5000,5000,5000,10000,10000,0.0,0,5000,0,-1,OM,Government: Executive,Performance/Reading,Music,,,,Mayes,736005324.0,,,-1,-1,-1,3270,3270,,,1,99,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6605,2009,2009OK00089    ,Oklahoma,OK,CITY OF MIDWEST CITY,,midwest city,OK,73110,4327,8,,38,OTH,15,,4.0,14,14,Multidisciplinary,12,,01A,Arts Ed: K-12,1850,150,1050.0,99,99,5000,5000,5000,10000,10000,0.0,0,5000,0,-1,M,Government: Executive,Arts Instruction,Multidisciplinary,,,,Oklahoma,736027530.0,,,-1,-1,-1,3282,3282,,,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6606,2009,2009OK00090    ,Oklahoma,OK,CITY OF MUSKOGEE,,muskogee,OK,74402,     ,8,,38,OTH,15,,2.0,11,11,Other            ,26,,02A,Some AE: K-12,10000,500,3000.0,W,99,5000,5000,5000,10000,10000,0.0,0,5000,0,-1,OM,Government: Executive,Regranting,Interdisciplinary,,,,Muskogee,736005340.0,,,-1,-1,-1,3295,3295,,,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6607,2009,2009OK00091    ,Oklahoma,OK,CITY OF NOBLE,,noble,OK,73068,     ,8,,38,OTH,15,,4.0,2,2,Performing Arts  ,8,,99,Not Arts Ed,10000,20,5000.0,W,99,2500,2500,2500,26500,26500,13400.0,0,2500,0,-1,M,Government: Executive,Fair/Festival,Music,,,,Cleveland,736070690.0,,,-1,-1,-1,4155,4155,,,1,99,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6608,2009,2009OK00092    ,Oklahoma,OK,CITY OF NORMAN,,norman,OK,73070,     ,8,,38,OTH,15,,4.0,5,5,Visual Arts      ,11,,99,Not Arts Ed,110000,8,20000.0,W,99,5000,5000,5000,10000,10000,0.0,0,5000,0,-1,M,Government: Executive,Operating Support,Visual Arts,,,,Cleveland,736005350.0,,,-1,-1,-1,3327,3327,,,1,99,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6609,2009,2009OK00093    ,Oklahoma,OK,CITY OF OKLAHOMA CITY,,oklahoma city,OK,73102,     ,8,,38,OTH,15,,5.0,14,14,Multidisciplinary,12,A,01A,Arts Ed: K-12,2580,18,2504.0,W,99,5000,5000,5000,10000,10000,0.0,0,5000,0,-1,M,Government: Executive,Arts Instruction,Multidisciplinary,,,,Oklahoma,736005359.0,,,-1,-1,-1,3245,3245,,,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6610,2009,2009OK00094    ,Oklahoma,OK,CITY OF PONCA CITY,,ponca city,OK,74602,     ,8,,38,OTH,15,,3.0,14,14,Multidisciplinary,18,,01A,Arts Ed: K-12,50000,1000,20000.0,W,99,5000,5000,5000,10000,10000,0.0,0,5000,0,-1,OM,Government: Executive,Restoration,Multidisciplinary,,,,Kay,736005379.0,,,-1,-1,-1,3379,3379,,,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6611,2009,2009OK00095    ,Oklahoma,OK,CITY OF SHAWNEE,,shawnee,OK,74802,1448,8,,38,OTH,15,,5.0,2,2,Performing Arts  ,5,,01D,Arts Ed: Adult,5200,7,2500.0,W,99,2500,2500,2500,18402,18402,4750.0,0,2500,0,-1,M,Government: Executive,Performance/Reading,Music,,,,Pottawatomie,736005424.0,,,-1,-1,-1,3340,3340,,,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6612,2009,2009OK00096    ,Oklahoma,OK,CITY OF SHAWNEE,,shawnee,OK,74802,1448,8,,38,OTH,15,,5.0,5,5,Visual Arts      ,6,,01D,Arts Ed: Adult,20000,35,4000.0,W,99,5000,5000,5000,10000,10000,0.0,0,5000,0,-1,M,Government: Executive,Exhibition,Visual Arts,,,,Pottawatomie,736005424.0,,,-1,-1,-1,3348,3348,,,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6613,2009,2009OK00097    ,Oklahoma,OK,CITY OF SPENCER,,spencer,OK,73084,2925,8,,38,OTH,15,,5.0,14,14,Multidisciplinary,8,,99,Not Arts Ed,7000,20,300.0,B,99,2500,2500,2500,5413,5413,0.0,0,2500,0,-1,M,Government: Executive,Fair/Festival,Multidisciplinary,,,,Oklahoma,736085614.0,,,-1,-1,-1,3701,3701,,,1,99,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6614,2009,2009OK00098    ,Oklahoma,OK,CITY OF STILLWATER,,stillwater,OK,74076,     ,8,,38,OTH,15,,3.0,2,2,Performing Arts  ,8,,02A,Some AE: K-12,4000,117,600.0,W,99,5000,5000,5000,10000,10000,0.0,0,5000,0,-1,OM,Government: Executive,Fair/Festival,Music,,,,Payne,736005444.0,,,-1,-1,-1,3315,3315,,,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
